date,All Employees: Federal Government,state,msa,city
2014-09-01,52.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2014-10-01,53.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2014-11-01,53.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2014-12-01,55.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-01-01,72.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-01-01,69.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-01-01,70.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-01-01,68.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-01-01,68.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-01-01,67.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-01-01,66.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-01-01,64.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-01-01,63.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-01-01,64.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-01-01,65.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-01-01,61.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-01-01,61.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-01-01,62.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-01-01,61.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-01-01,60.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-01-01,59.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-01-01,58.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-01-01,58.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-01-01,56.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-01-01,59.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-01-01,55.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2012-01-01,54.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2013-01-01,53.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-01-01,70,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-02-01,69.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-03-01,71,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-04-01,73.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-05-01,79.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-06-01,80.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-07-01,76.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-08-01,73.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-09-01,69.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-10-01,69.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-11-01,70.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-12-01,69.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-01-01,69.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-02-01,69.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-03-01,69.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-04-01,69.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-05-01,69.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-06-01,69.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-07-01,69.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-08-01,69.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-09-01,69.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-10-01,70.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-11-01,70.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-12-01,70.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-01-01,70.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-02-01,70.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-03-01,70.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-04-01,69.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-05-01,69.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-06-01,69.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-07-01,69.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-08-01,70.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-09-01,70,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-10-01,70.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-11-01,69.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-12-01,69.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-01-01,69,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-02-01,68.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-03-01,68.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-04-01,68.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-05-01,68.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-06-01,68.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-07-01,68.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-08-01,68.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-09-01,68.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-10-01,68,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-11-01,68.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-12-01,68.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-01-01,68.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-02-01,68.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-03-01,68.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-04-01,68.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-05-01,68.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-06-01,68.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-07-01,67.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-08-01,67.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-09-01,67.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-10-01,68.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-11-01,68.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-12-01,68.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-01-01,68.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-02-01,68.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-03-01,68.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-04-01,68.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-05-01,67.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-06-01,68.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-07-01,67.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-08-01,67.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-09-01,67.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-10-01,67.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-11-01,67.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-12-01,67.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-01-01,67.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-02-01,67.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-03-01,67.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-04-01,67.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-05-01,66.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-06-01,66.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-07-01,65.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-08-01,65.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-09-01,65.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-10-01,65.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-11-01,65.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-12-01,65.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-01-01,65,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-02-01,64.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-03-01,64.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-04-01,64.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-05-01,64,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-06-01,63.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-07-01,64,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-08-01,64,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-09-01,63.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-10-01,63.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-11-01,63.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-12-01,63.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-01-01,62.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-02-01,62.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-03-01,61.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-04-01,61.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-05-01,62.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-06-01,62.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-07-01,63.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-08-01,64,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-09-01,64.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-10-01,64.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-11-01,64.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-12-01,64.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-01-01,64.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-02-01,64.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-03-01,64.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-04-01,69.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-05-01,63.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-06-01,63.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-07-01,63.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-08-01,63.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-09-01,64,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-10-01,64.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-11-01,64.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-12-01,64.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-01-01,64.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-02-01,64.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-03-01,65.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-04-01,66.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-05-01,84.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-06-01,64.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-07-01,66.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-08-01,63.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-09-01,62.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-10-01,62.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-11-01,62.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-12-01,62.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-01-01,62.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-02-01,62.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-03-01,61.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-04-01,60.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-05-01,60.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-06-01,60.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-07-01,61.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-08-01,62,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-09-01,62.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-10-01,61.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-11-01,61.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-12-01,60.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-01-01,61,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-02-01,60.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-03-01,60.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-04-01,60.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-05-01,60.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-06-01,60.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-07-01,60.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-08-01,60.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-09-01,60.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-10-01,62.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-11-01,62.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-12-01,63.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-01-01,63.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-02-01,63.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-03-01,63.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-04-01,63.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-05-01,63.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-06-01,63,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-07-01,62.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-08-01,62.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-09-01,62.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-10-01,62.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-11-01,62.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-12-01,62,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-01-01,62.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-02-01,62,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-03-01,61.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-04-01,62,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-05-01,61.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-06-01,61.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-07-01,61.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-08-01,61.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-09-01,61.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-10-01,61.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-11-01,61.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-12-01,61.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-01-01,60.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-02-01,61.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-03-01,61,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-04-01,61.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-05-01,61.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-06-01,61.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-07-01,61.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-08-01,60.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-09-01,60.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-10-01,60.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-11-01,60.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-12-01,59.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-01-01,59.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-02-01,59.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-03-01,59.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-04-01,59.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-05-01,59.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-06-01,59.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-07-01,59.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-08-01,59.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-09-01,59.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-10-01,59.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-11-01,60.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-12-01,60.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-01-01,59.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-02-01,58.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-03-01,57.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-04-01,57.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-05-01,58,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-06-01,58.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-07-01,58.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-08-01,58.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-09-01,59.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-10-01,58.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-11-01,59.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-12-01,59.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-01-01,59.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-02-01,59.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-03-01,58.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-04-01,58.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-05-01,58.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-06-01,58.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-07-01,58.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-08-01,58.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-09-01,59,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-10-01,59.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-11-01,59,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-12-01,58.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-01-01,59.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-02-01,58.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-03-01,58.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-04-01,59.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-05-01,54.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-06-01,54.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-07-01,54.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-08-01,54.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-09-01,54.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-10-01,55.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-11-01,54.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-12-01,54.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-01-01,55.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-02-01,54.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-03-01,54.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-04-01,63,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-05-01,74.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-06-01,66.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-07-01,59.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-08-01,57.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-09-01,57.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-10-01,57,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-11-01,57.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-12-01,57.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-01-01,56.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-02-01,56.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-03-01,55.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-04-01,55.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-05-01,55.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-06-01,55.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-07-01,55.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-08-01,55.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-09-01,56.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-10-01,56.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-11-01,56,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-12-01,55.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2012-01-01,55.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2012-02-01,55.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2012-03-01,54.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2012-04-01,54.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2012-05-01,54.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2012-06-01,54.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2012-07-01,54.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2012-08-01,54.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2012-09-01,54.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2012-10-01,54.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2012-11-01,54.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2012-12-01,54.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2013-01-01,54.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2013-02-01,54.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2013-03-01,53.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2013-04-01,53.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2013-05-01,53.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2013-06-01,53.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2013-07-01,52.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2013-08-01,53.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2013-09-01,53.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2013-10-01,53.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2013-11-01,53.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2013-12-01,54.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2014-01-01,53.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2014-02-01,53.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
